SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Fri Aug 01 14:58:04 CDT 2014
User: DOTPAT
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2E7649
Integration Time (usec): 100000 (USB2E7649)
Spectra Averaged: 1 (USB2E7649)
Boxcar Smoothing: 0 (USB2E7649)
Correct for Electrical Dark: Yes (USB2E7649)
Strobe/Lamp Enabled: No (USB2E7649)
Correct for Detector Non-linearity: No (USB2E7649)
Correct for Stray Light: No (USB2E7649)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
370.53	6.44
370.90	6.44
371.28	0.44
371.66	2.44
372.03	2.44
372.41	4.44
372.79	4.44
373.16	-0.56
373.54	0.44
373.92	4.44
374.29	5.44
374.67	4.44
375.05	8.44
375.42	5.44
375.80	5.44
376.18	2.44
376.55	1.44
376.93	12.44
377.31	4.44
377.68	6.44
378.06	7.44
378.43	6.44
378.81	7.44
379.19	2.44
379.56	4.44
379.94	10.44
380.31	7.44
380.69	4.44
381.07	4.44
381.44	4.44
381.82	6.44
382.19	5.44
382.57	5.44
382.94	5.44
383.32	3.44
383.70	4.44
384.07	8.44
384.45	12.44
384.82	9.44
385.20	7.44
385.57	7.44
385.95	8.44
386.32	6.44
386.70	9.44
387.07	7.44
387.45	13.44
387.83	5.44
388.20	7.44
388.58	5.44
388.95	10.44
389.33	8.44
389.70	3.44
390.08	4.44
390.45	11.44
390.83	6.44
391.20	7.44
391.58	5.44
391.95	-0.56
392.32	4.44
392.70	7.44
393.07	8.44
393.45	7.44
393.82	6.44
394.20	10.44
394.57	11.44
394.95	10.44
395.32	10.44
395.70	6.44
396.07	9.44
396.45	8.44
396.82	10.44
397.19	14.44
397.57	8.44
397.94	5.44
398.32	7.44
398.69	11.44
399.07	8.44
399.44	10.44
399.81	5.44
400.19	8.44
400.56	13.44
400.94	5.44
401.31	11.44
401.68	7.44
402.06	9.44
402.43	4.44
402.80	10.44
403.18	8.44
403.55	12.44
403.93	6.44
404.30	5.44
404.67	7.44
405.05	6.44
405.42	7.44
405.79	7.44
406.17	11.44
406.54	5.44
406.91	12.44
407.29	14.44
407.66	10.44
408.03	11.44
408.41	8.44
408.78	7.44
409.15	6.44
409.53	10.44
409.90	8.44
410.27	12.44
410.65	11.44
411.02	12.44
411.39	8.44
411.76	12.44
412.14	10.44
412.51	9.44
412.88	0.44
413.26	8.44
413.63	13.44
414.00	7.44
414.37	9.44
414.75	8.44
415.12	9.44
415.49	7.44
415.86	4.44
416.24	8.44
416.61	14.44
416.98	5.44
417.35	11.44
417.73	9.44
418.10	11.44
418.47	7.44
418.84	7.44
419.21	10.44
419.59	10.44
419.96	10.44
420.33	12.44
420.70	11.44
421.07	8.44
421.45	8.44
421.82	6.44
422.19	8.44
422.56	9.44
422.93	11.44
423.31	10.44
423.68	12.44
424.05	9.44
424.42	6.44
424.79	4.44
425.16	9.44
425.54	8.44
425.91	5.44
426.28	7.44
426.65	11.44
427.02	8.44
427.39	14.44
427.76	11.44
428.13	8.44
428.51	12.44
428.88	5.44
429.25	10.44
429.62	12.44
429.99	7.44
430.36	10.44
430.73	9.44
431.10	4.44
431.47	8.44
431.85	6.44
432.22	11.44
432.59	14.44
432.96	10.44
433.33	10.44
433.70	6.44
434.07	9.44
434.44	6.44
434.81	7.44
435.18	9.44
435.55	14.44
435.92	8.44
436.29	1.44
436.66	7.44
437.03	9.44
437.40	8.44
437.77	4.44
438.14	6.44
438.51	13.44
438.89	7.44
439.26	6.44
439.63	9.44
440.00	1.44
440.37	4.44
440.74	9.44
441.11	13.44
441.48	11.44
441.85	7.44
442.22	6.44
442.58	5.44
442.95	10.44
443.32	9.44
443.69	9.44
444.06	8.44
444.43	2.44
444.80	8.44
445.17	14.44
445.54	8.44
445.91	13.44
446.28	8.44
446.65	5.44
447.02	10.44
447.39	7.44
447.76	5.44
448.13	9.44
448.50	7.44
448.87	6.44
449.23	6.44
449.60	5.44
449.97	8.44
450.34	8.44
450.71	3.44
451.08	12.44
451.45	7.44
451.82	5.44
452.19	8.44
452.56	6.44
452.92	7.44
453.29	6.44
453.66	10.44
454.03	10.44
454.40	8.44
454.77	4.44
455.14	6.44
455.50	9.44
455.87	8.44
456.24	6.44
456.61	7.44
456.98	5.44
457.35	10.44
457.71	6.44
458.08	9.44
458.45	7.44
458.82	7.44
459.19	8.44
459.55	8.44
459.92	5.44
460.29	4.44
460.66	1.44
461.03	5.44
461.39	11.44
461.76	11.44
462.13	6.44
462.50	6.44
462.87	9.44
463.23	5.44
463.60	9.44
463.97	7.44
464.34	11.44
464.70	8.44
465.07	12.44
465.44	12.44
465.81	12.44
466.17	8.44
466.54	7.44
466.91	7.44
467.28	7.44
467.64	8.44
468.01	9.44
468.38	9.44
468.74	6.44
469.11	6.44
469.48	10.44
469.84	12.44
470.21	6.44
470.58	10.44
470.95	11.44
471.31	9.44
471.68	6.44
472.05	8.44
472.41	6.44
472.78	10.44
473.15	9.44
473.51	9.44
473.88	10.44
474.25	8.44
474.61	6.44
474.98	10.44
475.35	7.44
475.71	7.44
476.08	11.44
476.44	5.44
476.81	8.44
477.18	6.44
477.54	2.44
477.91	6.44
