SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Tues Jan 22 19:58:04 CDT 2019
User: DOTPAT
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2E7649
Integration Time (usec): 100000 (USB2E7649)
Spectra Averaged: 1 (USB2E7649)
Boxcar Smoothing: 0 (USB2E7649)
Correct for Electrical Dark: Yes (USB2E7649)
Strobe/Lamp Enabled: No (USB2E7649)
Correct for Detector Non-linearity: No (USB2E7649)
Correct for Stray Light: No (USB2E7649)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
370.53	-129.33
370.90	1.67
371.28	8.67
371.66	2.67
372.03	8.67
372.41	12.67
372.79	5.67
373.16	5.67
373.54	6.67
373.92	7.67
374.29	8.67
374.67	5.67
375.05	9.67
375.42	8.67
375.80	12.67
376.18	7.67
376.55	6.67
376.93	9.67
377.31	12.67
377.68	9.67
378.06	9.67
378.43	9.67
378.81	7.67
379.19	7.67
379.56	9.67
379.94	6.67
380.31	7.67
380.69	10.67
381.07	9.67
381.44	7.67
381.82	8.67
382.19	10.67
382.57	11.67
382.94	13.67
383.32	12.67
383.70	9.67
384.07	12.67
384.45	13.67
384.82	9.67
385.20	12.67
385.57	11.67
385.95	10.67
386.32	7.67
386.70	13.67
387.07	19.67
387.45	16.67
387.83	9.67
388.20	12.67
388.58	12.67
388.95	7.67
389.33	12.67
389.70	6.67
390.08	10.67
390.45	11.67
390.83	8.67
391.20	11.67
391.58	10.67
391.95	17.67
392.32	10.67
392.70	11.67
393.07	12.67
393.45	12.67
393.82	9.67
394.20	11.67
394.57	7.67
394.95	13.67
395.32	16.67
395.70	9.67
396.07	12.67
396.45	11.67
396.82	12.67
397.19	13.67
397.57	10.67
397.94	12.67
398.32	11.67
398.69	12.67
399.07	8.67
399.44	16.67
399.81	10.67
400.19	12.67
400.56	12.67
400.94	14.67
401.31	15.67
401.68	19.67
402.06	10.67
402.43	16.67
402.80	9.67
403.18	15.67
403.55	15.67
403.93	12.67
404.30	12.67
404.67	9.67
405.05	13.67
405.42	11.67
405.79	10.67
406.17	12.67
406.54	7.67
406.91	14.67
407.29	9.67
407.66	12.67
408.03	12.67
408.41	16.67
408.78	17.67
409.15	11.67
409.53	16.67
409.90	9.67
410.27	10.67
410.65	13.67
411.02	12.67
411.39	17.67
411.76	11.67
412.14	9.67
412.51	8.67
412.88	10.67
413.26	9.67
413.63	13.67
414.00	9.67
414.37	7.67
414.75	12.67
415.12	14.67
415.49	14.67
415.86	13.67
416.24	6.67
416.61	16.67
416.98	12.67
417.35	12.67
417.73	15.67
418.10	11.67
418.47	15.67
418.84	14.67
419.21	17.67
419.59	13.67
419.96	13.67
420.33	10.67
420.70	9.67
421.07	10.67
421.45	9.67
421.82	11.67
422.19	16.67
422.56	12.67
422.93	14.67
423.31	9.67
423.68	13.67
424.05	11.67
424.42	10.67
424.79	18.67
425.16	10.67
425.54	13.67
425.91	16.67
426.28	13.67
426.65	10.67
427.02	8.67
427.39	11.67
427.76	13.67
428.13	10.67
428.51	13.67
428.88	13.67
429.25	16.67
429.62	13.67
429.99	10.67
430.36	17.67
430.73	16.67
431.10	11.67
431.47	10.67
431.85	9.67
432.22	8.67
432.59	18.67
432.96	17.67
433.33	13.67
433.70	15.67
434.07	11.67
434.44	9.67
434.81	10.67
435.18	12.67
435.55	10.67
435.92	14.67
436.29	13.67
436.66	11.67
437.03	11.67
437.40	18.67
437.77	11.67
438.14	10.67
438.51	5.67
438.89	7.67
439.26	12.67
439.63	14.67
440.00	15.67
440.37	7.67
440.74	8.67
441.11	9.67
441.48	12.67
441.85	7.67
442.22	9.67
442.58	13.67
442.95	12.67
443.32	13.67
443.69	13.67
444.06	12.67
444.43	13.67
444.80	13.67
445.17	14.67
445.54	17.67
445.91	21.67
446.28	15.67
446.65	17.67
447.02	13.67
447.39	15.67
447.76	11.67
448.13	11.67
448.50	22.67
448.87	7.67
449.23	22.67
449.60	17.67
449.97	12.67
450.34	11.67
450.71	13.67
451.08	12.67
451.45	12.67
451.82	18.67
452.19	12.67
452.56	15.67
452.92	11.67
453.29	15.67
453.66	21.67
454.03	19.67
454.40	21.67
454.77	16.67
455.14	24.67
455.50	18.67
455.87	23.67
456.24	24.67
456.61	21.67
456.98	19.67
457.35	19.67
457.71	20.67
458.08	17.67
458.45	21.67
458.82	30.67
459.19	27.67
459.55	20.67
459.92	21.67
460.29	24.67
460.66	25.67
461.03	20.67
461.39	23.67
461.76	25.67
462.13	23.67
462.50	21.67
462.87	23.67
463.23	22.67
463.60	22.67
463.97	25.67
464.34	19.67
464.70	24.67
465.07	23.67
465.44	22.67
465.81	23.67
466.17	25.67
466.54	26.67
466.91	29.67
467.28	24.67
467.64	23.67
468.01	22.67
468.38	25.67
468.74	25.67
469.11	21.67
469.48	24.67
469.84	24.67
470.21	23.67
470.58	24.67
470.95	23.67
471.31	24.67
471.68	26.67
472.05	21.67
472.41	20.67
472.78	30.67
473.15	26.67
473.51	27.67
473.88	24.67
474.25	26.67
474.61	21.67
474.98	34.67
475.35	25.67
475.71	27.67
476.08	23.67
476.44	22.67
476.81	27.67
477.18	28.67
477.54	22.67
477.91	28.67
478.27	30.67
478.64	31.67
479.01	25.67
479.37	31.67
479.74	27.67
480.10	27.67
480.47	32.67
480.84	28.67
481.20	30.67
481.57	22.67
481.93	32.67
482.30	25.67
482.67	28.67
483.03	37.67
483.40	37.67
483.76	33.67
484.13	31.67
484.49	30.67
484.86	41.67
485.22	35.67
485.59	40.67
485.95	34.67
486.32	38.67
486.68	43.67
487.05	35.67
487.41	37.67
487.78	37.67
488.14	44.67
488.51	47.67
488.87	46.67
489.24	41.67
489.60	48.67
489.97	48.67
490.33	50.67
490.70	53.67
491.06	48.67
491.43	51.67
491.79	52.67
492.16	63.67
492.52	61.67
492.89	63.67
493.25	67.67
493.62	71.67
493.98	73.67
494.34	82.67
494.71	86.67
495.07	84.67
495.44	89.67
495.80	87.67
496.17	93.67
496.53	88.67
496.89	108.67
497.26	115.67
497.62	113.67
497.99	124.67
498.35	131.67
498.71	135.67
499.08	136.67
499.44	149.67
499.81	151.67
500.17	159.67
500.53	178.67
500.90	180.67
501.26	186.67
501.62	203.67
501.99	207.67
502.35	211.67
502.71	235.67
503.08	251.67
503.44	273.67
503.80	266.67
504.17	280.67
504.53	291.67
504.89	315.67
505.26	323.67
505.62	344.67
505.98	355.67
506.35	387.67
506.71	391.67
507.07	414.67
507.44	417.67
507.80	443.67
508.16	469.67
508.53	480.67
508.89	513.67
509.25	526.67
509.61	553.67
509.98	574.67
510.34	594.67
510.70	615.67
511.06	667.67
511.43	674.67
511.79	683.67
512.15	714.67
512.51	748.67
512.88	804.67
513.24	837.67
513.60	842.67
513.96	858.67
514.33	890.67
514.69	925.67
515.05	970.67
515.41	1008.67
515.77	1046.67
516.14	1071.67
516.50	1104.67
516.86	1152.67
517.22	1187.67
517.58	1197.67
517.95	1214.67
518.31	1255.67
518.67	1277.67
519.03	1323.67
519.39	1338.67
519.75	1392.67
520.12	1380.67
520.48	1420.67
520.84	1477.67
521.20	1508.67
521.56	1549.67
521.92	1567.67
522.28	1604.67
522.65	1636.67
523.01	1644.67
523.37	1698.67
523.73	1704.67
524.09	1690.67
524.45	1699.67
524.81	1711.67
525.17	1708.67
525.53	1712.67
525.89	1740.67
526.26	1765.67
526.62	1780.67
526.98	1843.67
527.34	1848.67
527.70	1897.67
528.06	1860.67
528.42	1880.67
528.78	1894.67
529.14	1875.67
529.50	1912.67
529.86	1878.67
530.22	1879.67
530.58	1911.67
530.94	1918.67
531.30	1925.67
531.66	1918.67
532.02	1901.67
532.38	1923.67
532.74	1946.67
533.11	1913.67
533.47	1909.67
533.83	1894.67
534.19	1857.67
534.55	1835.67
534.91	1814.67
535.27	1769.67
535.62	1756.67
535.98	1772.67
536.34	1788.67
536.70	1805.67
537.06	1798.67
537.42	1771.67
537.78	1709.67
538.14	1727.67
538.50	1731.67
538.86	1698.67
539.22	1690.67
539.58	1683.67
539.94	1646.67
540.30	1622.67
540.66	1572.67
541.02	1569.67
541.38	1523.67
541.74	1510.67
542.10	1490.67
542.45	1462.67
542.81	1431.67
543.17	1406.67
543.53	1387.67
543.89	1368.67
544.25	1347.67
544.61	1315.67
544.97	1273.67
545.33	1269.67
545.68	1252.67
546.04	1252.67
546.40	1210.67
546.76	1175.67
547.12	1138.67
547.48	1118.67
547.84	1116.67
548.19	1076.67
548.55	1086.67
548.91	1031.67
549.27	1005.67
549.63	999.67
549.99	955.67
550.34	963.67
550.70	924.67
551.06	897.67
551.42	868.67
551.78	851.67
552.13	832.67
552.49	817.67
552.85	770.67
553.21	777.67
553.57	736.67
553.92	714.67
554.28	689.67
554.64	671.67
555.00	639.67
555.35	624.67
555.71	621.67
556.07	606.67
556.43	573.67
556.78	540.67
557.14	525.67
557.50	503.67
557.86	494.67
558.21	477.67
558.57	453.67
558.93	436.67
559.28	439.67
559.64	412.67
560.00	400.67
560.36	380.67
560.71	361.67
561.07	351.67
561.43	343.67
561.78	321.67
562.14	311.67
562.50	296.67
562.85	287.67
563.21	273.67
563.57	263.67
563.92	263.67
564.28	239.67
564.64	238.67
564.99	228.67
565.35	209.67
565.71	200.67
566.06	194.67
566.42	179.67
566.78	178.67
567.13	174.67
567.49	157.67
567.84	153.67
568.20	149.67
568.56	130.67
568.91	130.67
569.27	130.67
569.62	122.67
569.98	107.67
570.34	107.67
570.69	103.67
571.05	97.67
571.40	87.67
571.76	82.67
572.12	83.67
572.47	80.67
572.83	71.67
573.18	70.67
573.54	72.67
573.89	62.67
574.25	55.67
574.60	52.67
574.96	58.67
575.31	52.67
575.67	49.67
576.02	43.67
576.38	39.67
576.74	40.67
577.09	30.67
577.45	34.67
577.80	39.67
578.16	29.67
578.51	28.67
578.86	30.67
579.22	37.67
579.57	19.67
579.93	23.67
580.28	28.67
580.64	26.67
580.99	17.67
581.35	23.67
581.70	21.67
582.06	20.67
582.41	20.67
582.77	21.67
583.12	17.67
583.47	22.67
583.83	16.67
584.18	20.67
584.54	16.67
584.89	20.67
585.25	18.67
585.60	18.67
585.95	17.67
586.31	15.67
586.66	19.67
587.02	16.67
587.37	14.67
587.72	11.67
588.08	15.67
588.43	18.67
588.78	13.67
589.14	13.67
589.49	21.67
589.85	20.67
590.20	21.67
590.55	17.67
590.91	17.67
591.26	18.67
591.61	16.67
591.97	17.67
592.32	22.67
592.67	16.67
